TimeStep,StateType,Variable,Values
57,Priors,mu_c_priors,0.15124 -0.5657 -0.568843 -0.232966 0.602165 -0.702151 -0.0945105 0.755159 -0.930345 -0.322227 -0.799613 0.67488 0.206245 0.885825 0.127797 0.361751 -0.576573 0.339159 -0.605154 0.319718 0.385524 -0.315549 0.309171 -0.453187 -0.327173 0.133996 -0.789648 0.425474 -0.0464618 0.218725 0.396642 0.0498779 0.298396 0.390521 -0.375702 -0.383568 0.205141 -0.501161 0.106686 -0.0325201
58,Priors,mu_c_priors,0.0731869 -0.537459 -0.435807 -0.118867 0.670967 -0.654505 -0.0410024 0.725317 -0.918663 -0.313448 -0.7856 0.64632 0.150906 0.976857 0.0729136 0.31267 -0.562939 0.208212 -0.631953 0.257751 0.230911 -0.357021 0.273789 -0.408248 -0.270996 0.193503 -0.683929 0.399169 0.115534 0.467034 0.371893 0.0573414 0.265878 0.507598 -0.444832 -0.206115 0.065435 -0.486047 0.0907452 0.0919894
59,Priors,mu_c_priors,-0.0262354 -0.491002 -0.257354 0.0143577 0.702093 -0.533832 0.0173346 0.659224 -0.8767 -0.269215 -0.703446 0.584406 0.0993696 1.02911 -0.00255857 0.250633 -0.518823 0.0757993 -0.616703 0.176817 0.0338319 -0.389047 0.228697 -0.348859 -0.171107 0.245063 -0.464272 0.34807 0.26121 0.668714 0.298113 0.0547199 0.218296 0.573852 -0.495029 0.00656578 -0.0671828 -0.461549 0.076557 0.170475
60,Priors,mu_c_priors,-0.151006 -0.431184 -0.0622532 0.163832 0.70574 -0.339229 0.0857298 0.57127 -0.804362 -0.19008 -0.529716 0.472162 0.052557 1.04976 -0.0991526 0.172854 -0.429941 -0.05461 -0.563766 0.0894461 -0.185953 -0.393868 0.169561 -0.28974 -0.0389644 0.28106 -0.154783 0.269354 0.383388 0.8024 0.168561 0.0383029 0.164988 0.587567 -0.525549 0.228469 -0.161234 -0.43068 0.0640913 0.212506
61,Priors,mu_c_priors,-0.287905 -0.361951 0.120337 0.316684 0.680969 -0.0946882 0.164358 0.47726 -0.704037 -0.0763883 -0.269278 0.293472 0.00445903 1.03308 -0.208792 0.0807842 -0.295307 -0.177166 -0.480036 0.013447 -0.391067 -0.3543 0.092232 -0.233936 0.106223 0.296348 0.170198 0.160158 0.475175 0.852883 -0.0116041 0.00328945 0.111502 0.548601 -0.538835 0.427563 -0.20638 -0.392633 0.0479168 0.229145
62,Priors,mu_c_priors,-0.431208 -0.288819 0.265613 0.463643 0.625606 0.151227 0.246422 0.381841 -0.57925 0.0626725 0.0410823 0.0556911 -0.0480936 0.967165 -0.319688 -0.0234523 -0.134414 -0.283474 -0.3823 -0.0349141 -0.551846 -0.254962 -0.00603004 -0.178036 0.241883 0.290197 0.435253 0.0219309 0.526189 0.821184 -0.225293 -0.0519411 0.0560448 0.465026 -0.535584 0.581933 -0.207157 -0.348159 0.0262216 0.230033
63,Priors,mu_c_priors,-0.581137 -0.21362 0.362483 0.596251 0.535418 0.343246 0.321214 0.287379 -0.436287 0.212421 0.340704 -0.19097 -0.105978 0.837242 -0.420879 -0.138012 0.0259082 -0.368923 -0.290755 -0.0471614 -0.65386 -0.0945433 -0.126459 -0.116584 0.351866 0.265911 0.597762 -0.138427 0.521363 0.715987 -0.442799 -0.123304 -0.00606074 0.349136 -0.509759 0.68195 -0.174364 -0.296002 0.00277951 0.222127
64,Priors,mu_c_priors,-0.739153 -0.133809 0.406976 0.706833 0.405193 0.455522 0.37773 0.19756 -0.298192 0.361926 0.580306 -0.385172 -0.163129 0.641099 -0.513065 -0.265387 0.169308 -0.436056 -0.219252 -0.0306674 -0.705374 0.109625 -0.269923 -0.0469207 0.434741 0.231914 0.658532 -0.310564 0.454456 0.55259 -0.621273 -0.198188 -0.0702848 0.218702 -0.450003 0.729395 -0.116089 -0.232366 -0.0138758 0.211613
65,Priors,mu_c_priors,-0.899211 -0.0455007 0.397109 0.788774 0.230341 0.496153 0.401325 0.119908 -0.184951 0.509938 0.722033 -0.505248 -0.212399 0.389751 -0.592063 -0.405043 0.284951 -0.484092 -0.166855 0.00545418 -0.716308 0.321782 -0.434647 0.0293373 0.494547 0.197365 0.644475 -0.48519 0.32044 0.34712 -0.725982 -0.261642 -0.129428 0.0847202 -0.34622 0.72781 -0.0454199 -0.151664 -0.017 0.196815
66,Priors,mu_c_priors,-1.05529 0.0538638 0.335955 0.843055 0.0249131 0.489282 0.377771 0.0583342 -0.109402 0.653033 0.761324 -0.565228 -0.246787 0.119557 -0.649808 -0.551342 0.371206 -0.510532 -0.131053 0.0548535 -0.688429 0.509797 -0.619635 0.105823 0.535805 0.16598 0.588779 -0.655006 0.126256 0.130819 -0.755631 -0.30108 -0.173111 -0.0463014 -0.200199 0.685288 0.03052 -0.0575265 -0.00318 0.165795
67,Priors,mu_c_priors,-1.19915 0.161872 0.233356 0.867499 -0.19563 0.455884 0.300519 0.0126943 -0.0710691 0.785269 0.716244 -0.588413 -0.263415 -0.142778 -0.671077 -0.690472 0.432502 -0.507511 -0.104686 0.1153 -0.608518 0.644001 -0.820647 0.174833 0.562859 0.137128 0.514033 -0.811372 -0.100013 -0.0625507 -0.732157 -0.311353 -0.19613 -0.175889 -0.0340477 0.609419 0.104364 0.0439446 0.0286637 0.100444
68,Priors,mu_c_priors,-0.998145 0.414552 0.241595 0.705009 -0.574066 0.581088 0.316551 -0.145046 0.124149 0.909378 0.469694 -0.509488 -0.284478 -0.312007 -0.522675 -0.494207 0.420067 -0.309211 -0.00913755 -0.0301282 -0.456945 0.504054 -0.669447 0.31559 0.467184 0.0970199 0.123621 -0.908347 -0.036426 -0.566751 -0.263863 -0.355046 -0.525195 -0.296813 0.0323235 0.440441 0.179292 0.176595 -0.143747 0.332939
69,Priors,mu_c_priors,-0.759594 0.573725 0.172272 0.527321 -0.843546 0.607828 0.232937 -0.21503 0.27324 0.991308 0.306059 -0.447787 -0.253312 -0.413678 -0.371171 -0.372613 0.40799 -0.12533 0.0583532 -0.0509715 -0.226832 0.422036 -0.615542 0.444178 0.420397 0.100238 -0.0412669 -0.944063 -0.149972 -0.768023 -0.154074 -0.363015 -0.617567 -0.38825 0.160121 0.259529 0.200177 0.280826 -0.177009 0.390914
70,Priors,mu_c_priors,-0.50652 0.642226 0.0441098 0.330343 -1.02818 0.591271 0.0682115 -0.253363 0.363347 1.01373 0.174078 -0.423657 -0.208149 -0.48021 -0.212399 -0.269063 0.384079 0.036217 0.100352 -0.0284174 0.0193176 0.334373 -0.596914 0.550585 0.384842 0.0945335 -0.127587 -0.92608 -0.356179 -0.812639 -0.118116 -0.347191 -0.598562 -0.467545 0.2747 0.0939941 0.21602 0.377057 -0.169985 0.297222
71,Priors,mu_c_priors,-0.256245 0.622097 -0.0936095 0.0987923 -1.14432 0.550055 -0.117412 -0.274389 0.398111 0.973698 0.0574473 -0.384762 -0.15136 -0.540236 -0.0551603 -0.155854 0.329583 0.193994 0.137313 0.0171514 0.228054 0.223093 -0.561668 0.626256 0.345683 0.076362 -0.191377 -0.860566 -0.540244 -0.782885 -0.0945628 -0.315767 -0.537545 -0.545096 0.351511 -0.0652768 0.239796 0.449222 -0.150173 0.10003
72,Priors,mu_c_priors,-0.0213178 0.516868 -0.215569 -0.140544 -1.19754 0.47725 -0.285501 -0.281227 0.368612 0.879557 -0.0480516 -0.314849 -0.0882087 -0.591598 0.0706843 -0.0459232 0.226601 0.34913 0.164942 0.0762895 0.378102 0.107435 -0.483811 0.654813 0.295113 0.0508289 -0.241218 -0.750984 -0.660164 -0.734308 -0.0603405 -0.272944 -0.442471 -0.619678 0.377319 -0.207695 0.268525 0.474996 -0.125058 -0.143892
73,Priors,mu_c_priors,0.175272 0.342892 -0.316589 -0.354118 -1.18532 0.347188 -0.404824 -0.270465 0.264754 0.739464 -0.146266 -0.204079 -0.0195619 -0.621107 0.152207 0.0438637 0.0773059 0.493996 0.171478 0.14862 0.47286 0.0127865 -0.358401 0.614081 0.22821 0.0182503 -0.287496 -0.602135 -0.719415 -0.691119 -0.0104386 -0.222977 -0.320718 -0.678475 0.348638 -0.324265 0.29889 0.434414 -0.0906452 -0.383276
74,Priors,mu_c_priors,0.31559 0.13996 -0.39674 -0.522472 -1.09974 0.152905 -0.460617 -0.234177 0.0898903 0.561997 -0.244937 -0.0507633 0.0517398 -0.606091 0.193485 0.113801 -0.0920653 0.612157 0.153954 0.227109 0.528028 -0.0588229 -0.196513 0.486894 0.143928 -0.0151669 -0.340196 -0.417316 -0.731424 -0.663538 0.055046 -0.16727 -0.18457 -0.707731 0.274785 -0.413984 0.328347 0.319183 -0.0446667 -0.582317
75,Priors,mu_c_priors,0.392518 -0.0572294 -0.465278 -0.627022 -0.930717 -0.0680112 -0.461931 -0.165725 -0.135601 0.36161 -0.344941 0.131569 0.123474 -0.510266 0.206381 0.167274 -0.251711 0.691467 0.105547 0.297483 0.562442 -0.11138 -0.0242671 0.280264 0.0404696 -0.0387898 -0.405501 -0.202231 -0.703435 -0.648338 0.132415 -0.0987335 -0.0488382 -0.690333 0.174417 -0.485914 0.352632 0.145002 0.00745942 -0.715691
76,Priors,mu_c_priors,0.410374 -0.221575 -0.528279 -0.663589 -0.673104 -0.268572 -0.425938 -0.0577487 -0.373204 0.166947 -0.447686 0.315141 0.186813 -0.308735 0.206712 0.213993 -0.380927 0.729888 0.0276539 0.358211 0.585435 -0.150414 0.141644 0.0391708 -0.0804008 -0.0477328 -0.488317 0.0172535 -0.646124 -0.631337 0.208344 -0.0240768 0.0686513 -0.613207 0.0592312 -0.544089 0.365623 -0.044816 0.0557309 -0.771354
77,Priors,mu_c_priors,0.384578 -0.340372 -0.58507 -0.63883 -0.347652 -0.429569 -0.363444 0.0875598 -0.583866 -0.012805 -0.548434 0.470426 0.226081 -0.0162952 0.202864 0.257897 -0.472656 0.727928 -0.0784443 0.40623 0.598495 -0.178672 0.26545 -0.187053 -0.204496 -0.0430352 -0.584581 0.204108 -0.563729 -0.587362 0.271381 0.0486847 0.161541 -0.46636 -0.0611791 -0.58324 0.36601 -0.214185 0.091857 -0.738333
78,Priors,mu_c_priors,0.338661 -0.422272 -0.630543 -0.567113 -0.0135257 -0.553856 -0.288708 0.249466 -0.74288 -0.160378 -0.641889 0.580378 0.239118 0.297552 0.195663 0.292492 -0.53136 0.684349 -0.196888 0.435959 0.595076 -0.202412 0.330841 -0.362367 -0.313025 -0.0283694 -0.681843 0.337003 -0.459922 -0.478777 0.321855 0.111232 0.229758 -0.265022 -0.175234 -0.600825 0.34906 -0.336296 0.109731 -0.617641
79,Priors,mu_c_priors,0.28616 -0.478712 -0.650549 -0.468517 0.270998 -0.64828 -0.214861 0.396649 -0.845768 -0.265192 -0.72271 0.643709 0.229704 0.565591 0.183315 0.30637 -0.563636 0.602093 -0.313599 0.444286 0.566123 -0.227922 0.349437 -0.467763 -0.393347 -0.00143078 -0.761957 0.414394 -0.334461 -0.280014 0.36296 0.158802 0.272609 -0.040594 -0.27835 -0.584303 0.309386 -0.40671 0.108118 -0.43795
80,Priors,mu_c_priors,0.230158 -0.509754 -0.632535 -0.361567 0.472585 -0.708821 -0.149013 0.500287 -0.898023 -0.328686 -0.78616 0.670434 0.194682 0.761216 0.161699 0.3002 -0.579748 0.494514 -0.414745 0.430982 0.499376 -0.258668 0.340502 -0.505598 -0.432758 0.0389591 -0.801048 0.446239 -0.189556 -0.0172888 0.393741 0.186931 0.286391 0.175244 -0.370134 -0.519417 0.232566 -0.439024 0.0939247 -0.246362
81,Priors,mu_c_priors,0.171755 -0.510889 -0.559779 -0.250557 0.595207 -0.72707 -0.0894035 0.549634 -0.912264 -0.354815 -0.821719 0.669015 0.143327 0.892881 0.125518 0.274232 -0.584013 0.369762 -0.486533 0.394057 0.386307 -0.296136 0.315046 -0.489787 -0.424016 0.0892563 -0.76866 0.445788 -0.0314401 0.262085 0.4057 0.199348 0.273452 0.357775 -0.447816 -0.396229 0.113323 -0.447969 0.0748595 -0.0801265
82,Priors,mu_c_priors,0.101481 -0.485188 -0.428297 -0.127183 0.660185 -0.689684 -0.0315653 0.545459 -0.893565 -0.346672 -0.81221 0.640985 0.0863237 0.975218 0.0707251 0.230436 -0.570899 0.237012 -0.519442 0.332255 0.221195 -0.335758 0.279522 -0.440637 -0.366504 0.142769 -0.632443 0.41905 0.124569 0.519741 0.38607 0.199372 0.237257 0.493301 -0.509769 -0.221855 -0.0323204 -0.440746 0.0570059 0.0453566
83,Priors,mu_c_priors,0.00861175 -0.438912 -0.249541 0.0155247 0.687638 -0.585959 0.0304185 0.500706 -0.841006 -0.305909 -0.735735 0.57791 0.0303075 1.02095 -0.00297879 0.169027 -0.525894 0.102079 -0.512853 0.250768 0.0132507 -0.366373 0.234474 -0.377151 -0.269251 0.191205 -0.384315 0.366012 0.265224 0.728326 0.321432 0.188469 0.185821 0.57369 -0.554554 -0.0161074 -0.168794 -0.419633 0.0424822 0.128838
84,Priors,mu_c_priors,-0.111214 -0.376628 -0.0525787 0.172545 0.687462 -0.410198 0.10142 0.429224 -0.755236 -0.232332 -0.567414 0.463485 -0.0239235 1.03792 -0.0959011 0.0887539 -0.434453 -0.032561 -0.470353 0.161444 -0.215203 -0.37223 0.175432 -0.313943 -0.141481 0.226874 -0.0559497 0.283863 0.385754 0.866199 0.20458 0.163639 0.12926 0.596555 -0.582083 0.195227 -0.265742 -0.386873 0.0313458 0.177507
85,Priors,mu_c_priors,-0.244916 -0.303066 0.132802 0.330432 0.660357 -0.177562 0.181445 0.345757 -0.639136 -0.124967 -0.309056 0.282265 -0.0804681 1.02174 -0.200538 -0.00839103 -0.296613 -0.160643 -0.397288 0.0825097 -0.426421 -0.337415 0.0986942 -0.2539 0.00158701 0.244675 0.275333 0.170147 0.48068 0.918988 0.0399124 0.120981 0.0736618 0.561065 -0.595723 0.382203 -0.313879 -0.342476 0.0179574 0.199778
86,Priors,mu_c_priors,-0.386404 -0.226049 0.281629 0.481378 0.606128 0.0694012 0.264053 0.254738 -0.498951 0.0083558 0.00573561 0.0415715 -0.139006 0.962696 -0.306925 -0.120458 -0.133556 -0.272714 -0.309203 0.0316355 -0.592174 -0.244504 0.00159901 -0.193383 0.140391 0.243827 0.538039 0.0268157 0.538427 0.888659 -0.158286 0.0602042 0.0175716 0.475437 -0.596922 0.525326 -0.317226 -0.289756 -0.000287072 0.203176
87,Priors,mu_c_priors,-0.535192 -0.149544 0.38099 0.618222 0.520125 0.274186 0.339073 0.1618 -0.346509 0.154063 0.316147 -0.20678 -0.197381 0.847373 -0.40576 -0.244842 0.0269445 -0.36341 -0.224329 0.0193483 -0.699007 -0.0881347 -0.117833 -0.126632 0.258744 0.226667 0.692761 -0.138727 0.541671 0.784123 -0.365226 -0.0141833 -0.0434158 0.35198 -0.579888 0.615652 -0.284685 -0.229782 -0.0210957 0.193841
88,Priors,mu_c_priors,-0.692756 -0.0710715 0.425706 0.732525 0.394848 0.403676 0.395476 0.0742106 -0.207151 0.301957 0.568337 -0.399352 -0.249608 0.67051 -0.496594 -0.382398 0.169423 -0.434411 -0.155194 0.0383942 -0.755113 0.115065 -0.260657 -0.0509633 0.352148 0.200042 0.7427 -0.315758 0.482239 0.620387 -0.541197 -0.0898809 -0.104835 0.210153 -0.531917 0.65561 -0.223364 -0.159263 -0.0365686 0.178629
89,Priors,mu_c_priors,-0.852968 0.0144095 0.414023 0.815951 0.224024 0.45929 0.41825 0.00113829 -0.0963871 0.45026 0.721869 -0.516128 -0.290877 0.435569 -0.572172 -0.531544 0.284115 -0.484093 -0.101555 0.0781763 -0.770094 0.326235 -0.424433 0.0316282 0.421788 0.171686 0.716991 -0.495017 0.353646 0.41349 -0.650375 -0.152395 -0.160316 0.0629072 -0.439968 0.649858 -0.146628 -0.0726837 -0.0394046 0.156606
90,Priors,mu_c_priors,-1.00968 0.110565 0.349854 0.868782 0.021533 0.462466 0.393664 -0.0545517 -0.0238905 0.594799 0.770693 -0.573657 -0.316235 0.173147 -0.623183 -0.686839 0.369937 -0.510045 -0.0626501 0.130781 -0.745835 0.510875 -0.607552 0.113988 0.470703 0.144487 0.650261 -0.669405 0.160897 0.193563 -0.688242 -0.188553 -0.200332 -0.0813366 -0.301109 0.606815 -0.0631293 0.0258593 -0.0253467 0.116008
91,Priors,mu_c_priors,-1.15433 0.215882 0.244155 0.890097 -0.194661 0.434542 0.315942 -0.0953244 0.01045 0.728455 0.732047 -0.595829 -0.323558 -0.0870074 -0.63696 -0.83595 0.431532 -0.505261 -0.0329566 0.193488 -0.669735 0.640471 -0.805694 0.188005 0.503127 0.118159 0.566338 -0.83058 -0.0682924 -0.00589937 -0.6734 -0.19241 -0.219338 -0.223834 -0.132219 0.533138 0.0192616 0.129428 0.00729475 0.0398105
92,Priors,mu_c_priors,-0.939571 0.460619 0.249161 0.724704 -0.569566 0.566449 0.333854 -0.27242 0.189161 0.856265 0.48034 -0.526197 -0.335389 -0.282942 -0.484323 -0.685268 0.420038 -0.296512 0.0385357 0.0291018 -0.519157 0.499755 -0.645244 0.339857 0.382559 0.0802533 0.177397 -0.931395 -0.0118189 -0.520791 -0.201728 -0.272895 -0.53672 -0.352004 -0.0810191 0.372956 0.107118 0.271904 -0.175721 0.262361
93,Priors,mu_c_priors,-0.704288 0.619044 0.186268 0.543386 -0.831645 0.591903 0.231072 -0.337152 0.332284 0.942532 0.310012 -0.460688 -0.296531 -0.398493 -0.336986 -0.608062 0.408985 -0.0978552 0.099346 0.0149347 -0.285778 0.412743 -0.582212 0.476118 0.321762 0.0873644 -0.00149908 -0.974286 -0.12776 -0.744828 -0.0919938 -0.29406 -0.628904 -0.449248 0.040632 0.20616 0.13308 0.380675 -0.208027 0.295409
94,Priors,mu_c_priors,-0.463024 0.693178 0.0672416 0.343815 -1.00865 0.56876 0.046683 -0.374374 0.42087 0.965689 0.174935 -0.430917 -0.245092 -0.471591 -0.189748 -0.535591 0.3882 0.0747316 0.140458 0.0448027 -0.0335101 0.325418 -0.556993 0.586085 0.281143 0.0833 -0.101575 -0.962209 -0.335684 -0.807208 -0.059248 -0.271021 -0.610514 -0.534252 0.159368 0.0561653 0.15047 0.4766 -0.197152 0.17845
95,Priors,mu_c_priors,-0.226239 0.683231 -0.0621875 0.107388 -1.11913 0.516867 -0.148819 -0.401576 0.458004 0.925295 0.0548781 -0.387606 -0.182944 -0.535059 -0.0448862 -0.439796 0.337006 0.24067 0.180799 0.0997374 0.18578 0.218314 -0.515031 0.659704 0.239567 0.0662892 -0.179387 -0.898126 -0.52219 -0.790242 -0.0380136 -0.223976 -0.550189 -0.619299 0.241384 -0.092781 0.175025 0.547624 -0.17353 -0.0294043
96,Priors,mu_c_priors,-0.00294642 0.59073 -0.178836 -0.14058 -1.16952 0.429086 -0.317388 -0.422818 0.432519 0.83038 -0.0548476 -0.314789 -0.11646 -0.587392 0.0700861 -0.334899 0.236663 0.400599 0.216051 0.168858 0.34888 0.108272 -0.43119 0.678092 0.187885 0.0428568 -0.240796 -0.783015 -0.643614 -0.751026 -0.00452147 -0.164206 -0.456293 -0.702953 0.269455 -0.228935 0.204399 0.572604 -0.145465 -0.268267
97,Priors,mu_c_priors,0.185076 0.427696 -0.278464 -0.364464 -1.15686 0.283321 -0.432995 -0.433698 0.33148 0.688279 -0.157727 -0.202417 -0.0477003 -0.614248 0.144383 -0.239595 0.0876052 0.546716 0.232935 0.247384 0.45691 0.0189353 -0.303278 0.619186 0.118937 0.0132204 -0.296373 -0.621717 -0.702684 -0.713937 0.0445062 -0.0987402 -0.336952 -0.770566 0.239362 -0.341222 0.235126 0.532836 -0.110255 -0.491012
98,Priors,mu_c_priors,0.318569 0.230265 -0.359959 -0.543072 -1.0725 0.0828943 -0.484893 -0.425891 0.156116 0.508303 -0.260741 -0.0489146 0.0196128 -0.593171 0.18276 -0.155559 -0.0830831 0.663467 0.228488 0.326989 0.522689 -0.0491277 -0.142942 0.469627 0.0313879 -0.0171882 -0.357316 -0.421604 -0.713427 -0.688269 0.106492 -0.031848 -0.20521 -0.806692 0.161201 -0.427352 0.263981 0.420154 -0.0641599 -0.667333
99,Priors,mu_c_priors,0.390383 0.0337935 -0.431191 -0.656066 -0.905692 -0.129985 -0.482766 -0.390195 -0.0751525 0.307252 -0.363858 0.131947 0.0836304 -0.489001 0.196197 -0.0810324 -0.245052 0.739984 0.195115 0.394499 0.565085 -0.100046 0.0225976 0.243248 -0.0748249 -0.0389626 -0.430418 -0.192523 -0.683436 -0.671488 0.176712 0.0436181 -0.0734783 -0.794054 0.055496 -0.496225 0.287021 0.249085 -0.01305 -0.776709
100,Priors,mu_c_priors,0.405532 -0.13448 -0.498327 -0.697491 -0.651775 -0.316101 -0.444284 -0.314105 -0.323257 0.116275 -0.46813 0.312533 0.138334 -0.279929 0.198976 -0.00637138 -0.377392 0.775021 0.133505 0.450514 0.593818 -0.138256 0.178643 -0.00921349 -0.195336 -0.048762 -0.520139 0.0369431 -0.624074 -0.648632 0.243058 0.120343 0.041757 -0.720248 -0.063077 -0.552949 0.29766 0.0607334 0.0330509 -0.811121
101,Priors,mu_c_priors,0.379992 -0.260023 -0.559278 -0.674208 -0.331392 -0.464719 -0.37895 -0.192266 -0.546155 -0.0565962 -0.570168 0.464097 0.16962 0.0156336 0.198227 0.0696474 -0.472769 0.769131 0.0427645 0.493884 0.610735 -0.165822 0.292415 -0.238171 -0.315549 -0.0480064 -0.620923 0.227986 -0.540389 -0.594491 0.296244 0.191979 0.134362 -0.575009 -0.18192 -0.591435 0.294885 -0.111093 0.0657285 -0.764849
102,Priors,mu_c_priors,0.337125 -0.350012 -0.608676 -0.601269 -0.00348245 -0.580157 -0.300529 -0.0409381 -0.71549 -0.197378 -0.664845 0.570994 0.176417 0.325918 0.193493 0.135149 -0.535493 0.721507 -0.0650063 0.519627 0.608687 -0.188492 0.349362 -0.412 -0.416719 -0.0396838 -0.717119 0.3607 -0.436382 -0.471268 0.338436 0.251605 0.203592 -0.369255 -0.28859 -0.609538 0.27372 -0.241251 0.0802754 -0.641048
103,Priors,mu_c_priors,0.289623 -0.413728 -0.631498 -0.499671 0.275165 -0.669298 -0.222549 0.110515 -0.825349 -0.2966 -0.746462 0.633052 0.164733 0.585439 0.182561 0.173414 -0.57118 0.635001 -0.177487 0.525319 0.578416 -0.212927 0.36226 -0.514706 -0.487801 -0.0207546 -0.787934 0.436987 -0.312201 -0.254852 0.373386 0.296021 0.248178 -0.131422 -0.379829 -0.594066 0.228955 -0.323714 0.0761097 -0.46696
104,Priors,mu_c_priors,0.239408 -0.450695 -0.615984 -0.388216 0.471434 -0.727616 -0.152423 0.231273 -0.879524 -0.356241 -0.810553 0.66062 0.129764 0.770778 0.161342 0.185436 -0.589835 0.524357 -0.278954 0.510932 0.507338 -0.242343 0.350347 -0.549438 -0.518608 0.0107325 -0.807919 0.46819 -0.171102 0.0229835 0.400587 0.320732 0.262541 0.104655 -0.45879 -0.530755 0.147252 -0.369251 0.05971 -0.284887
105,Priors,mu_c_priors,0.187528 -0.456238 -0.545174 -0.270486 0.589734 -0.747753 -0.0884365 0.304373 -0.890693 -0.380292 -0.847823 0.660899 0.0791145 0.892866 0.124899 0.171944 -0.595693 0.397531 -0.354223 0.474277 0.386462 -0.278043 0.323445 -0.530298 -0.504296 0.0525003 -0.747226 0.467441 -0.0191753 0.312642 0.412415 0.32883 0.24877 0.308177 -0.525112 -0.410238 0.0247522 -0.389964 0.0386696 -0.125905
106,Priors,mu_c_priors,0.123665 -0.433316 -0.414656 -0.137886 0.651373 -0.71869 -0.0264633 0.32415 -0.864895 -0.372582 -0.841183 0.633719 0.0215218 0.967446 0.0698732 0.134895 -0.582557 0.262868 -0.394661 0.413188 0.210738 -0.315473 0.287009 -0.47775 -0.446025 0.099315 -0.577588 0.439776 0.130167 0.577732 0.39658 0.323545 0.21138 0.462685 -0.577528 -0.240089 -0.121194 -0.391533 0.0198838 -0.00173558
107,Priors,mu_c_priors,0.0362746 -0.387721 -0.235597 0.0147761 0.675631 -0.630761 0.0389013 0.300634 -0.802637 -0.33519 -0.767858 0.569884 -0.0379742 1.0075 -0.00355063 0.0756241 -0.535275 0.124999 -0.399771 0.331708 -0.00825187 -0.344281 0.241025 -0.41075 -0.352319 0.143559 -0.299244 0.384385 0.265948 0.791671 0.339611 0.306542 0.159332 0.558567 -0.615035 -0.0407242 -0.255611 -0.374814 0.00590684 0.0857979
108,Priors,mu_c_priors,-0.0789568 -0.323804 -0.0372579 0.180058 0.672165 -0.475066 0.112258 0.246512 -0.705743 -0.267372 -0.601673 0.453604 -0.0986824 1.02108 -0.0951763 -0.00530788 -0.439447 -0.0141237 -0.3714 0.240814 -0.245432 -0.35022 0.18102 -0.34376 -0.230513 0.177655 0.0479586 0.298255 0.385418 0.932607 0.234018 0.275496 0.102978 0.592444 -0.638329 0.161535 -0.350403 -0.341271 -0.00332552 0.140984
109,Priors,mu_c_priors,-0.209346 -0.247269 0.150565 0.343991 0.643671 -0.258365 0.193727 0.175413 -0.576885 -0.167244 -0.342154 0.269898 -0.162575 1.00522 -0.197691 -0.105259 -0.296606 -0.147204 -0.312861 0.159031 -0.46296 -0.317777 0.103879 -0.279371 -0.0926052 0.196848 0.384987 0.179274 0.484123 0.987254 0.083603 0.227641 0.0480756 0.562506 -0.651189 0.338328 -0.397591 -0.291967 -0.0135157 0.169137
110,Priors,mu_c_priors,-0.34883 -0.167827 0.303029 0.499974 0.591803 -0.0150107 0.277412 0.0919333 -0.424323 -0.0411607 -0.0210676 0.0261898 -0.226207 0.952548 -0.302517 -0.222281 -0.129876 -0.26393 -0.237929 0.105204 -0.634363 -0.227643 0.00714171 -0.213718 0.0452669 0.200416 0.645173 0.0300688 0.54962 0.958534 -0.0994715 0.164149 -0.00697027 0.476921 -0.655277 0.472225 -0.400918 -0.232663 -0.0277672 0.175652
